date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:04:51	62511/62511	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:10:58%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=4.5.1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/woocommerce/assets/css/woocommerce8686.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:51	6447/6447	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:16:40%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/avo_plugin/widgets/css/style.css?ver=1.0.0	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/avo_plugin/widgets/css/style8a54.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:51	121556/121556	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:08%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/bootstrap.min.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/bootstrap.min68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:52	30999/30999	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:52	55753/55753	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:09%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/fontawesome.min.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/fontawesome.min68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:52	7354/7354	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:09%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/icon-font.min.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/icon-font.min68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:52	51329/51329	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:10%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/ionicons.min.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/ionicons.min68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:53	6951/6951	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:11%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/magnific-popup.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/magnific-popup68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:53	25340/25340	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:07%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/animate.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/animate68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:53	22966/22966	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:11%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/magic.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/magic68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:53	1729/1729	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:12%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/slick.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/slick68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:54	4512/4512	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:10%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/jquery.fatNav.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/jquery.fatNav68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:54	29642/29642	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:07%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/animate.headline.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/animate.headline68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:54	1784/1784	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:13%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/splitting.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/splitting68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:54	1518/1518	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:20:13%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/css/splitting-cells.css?ver=1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/css/splitting-cells68b3.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:55	395993/395993	U-----	200	untouched ('OK')	text/css	date:Sat,%2021%20Nov%202020%2023:20:14%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/style.css?ver=1.0.0	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/style8a54.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:55	16636/16636	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min74e5.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:55	18468/18468	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.0.7	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/animations/animations.min8571.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:56	3854/3854	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.0.7	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/css/frontend-legacy.min8571.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:56	112503/112503	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.0.7	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/css/frontend.min8571.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:56	947/947	U-----	200	untouched ('OK')	text/css	date:Mon,%2014%20Sep%202020%2011:46:38%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/elementor/css/post-5.css?ver=1600083998	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/elementor/css/post-57014.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:56	3878/3878	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:18:04%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/avo_plugin/assets/fonts/flaticon/flaticon.css	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/avo_plugin/assets/fonts/flaticon/flaticon.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:57	9707/9707	U-----	200	untouched ('OK')	text/css	date:Fri,%2006%20Nov%202020%2012:18:08%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/avo_plugin/assets/fonts/peicon/pe-icon-7-stroke.css	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/avo_plugin/assets/fonts/peicon/pe-icon-7-stroke.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:57	6537/6537	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:28%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/better-elementor-addons//assets/css/twentytwenty.css?ver=20200508	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/better-elementor-addons/assets/css/twentytwenty38be.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:57	19926/19926	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:29%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/better-elementor-addons//assets/style.css?ver=20200508	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/better-elementor-addons/assets/style38be.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:57	57180/57180	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.0.7	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min8571.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:58	26702/26702	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.0.7	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min8571.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:58	20612/20612	U-----	200	untouched ('OK')	text/css	date:Sun,%2008%20Nov%202020%2018:21:15%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/elementor/css/post-522.css?ver=1604859675	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/elementor/css/post-522b4c8.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:58	55753/55753	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:59	661/661	U-----	200	untouched ('OK')	text/css	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:59	96873/96873	U-----	200	untouched ('OK')	application/x-javascript	date:Thu,%2020%20Aug%202020%2006:18:04%20GMT	http://avo.smartinnovates.com/demo5/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-includes/js/jquery/jquery4a5f.js	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:59	119386/119386	U-----	200	untouched ('OK')	application/x-javascript	date:Fri,%2021%20Aug%202020%2011:02:12%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.2.21	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/revslider/public/assets/js/rbtools.mindbb0.js	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:04:59	326244/326244	U-----	200	untouched ('OK')	application/x-javascript	date:Fri,%2021%20Aug%202020%2011:02:12%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.2.21	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/revslider/public/assets/js/rs6.mindbb0.js	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:00	51373/51373	U-----	200	untouched ('OK')	application/x-javascript	date:Fri,%2006%20Nov%202020%2012:20:37%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/js/modernizr.js?ver=5.5.3	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/js/modernizr5697.js	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:00	15055/15055	U-----	200	untouched ('OK')	application/x-javascript	date:Sun,%2013%20Sep%202020%2023:09:48%20GMT	http://avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.0.7	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min8571.js	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:00	1070/1070	U-----	200	untouched ('')	image/png	date:Sat,%2017%20Oct%202020%2022:32:07%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/10/cropped-Favicon-32x32.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/10/cropped-Favicon-32x32.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:00	10176/10176	U-----	200	untouched ('')	image/png	date:Sat,%2017%20Oct%202020%2022:32:07%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/10/cropped-Favicon-192x192.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/10/cropped-Favicon-192x192.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:01	14685/14685	U-----	200	untouched ('')	image/png	date:Sat,%2017%20Oct%202020%2022:32:07%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/10/cropped-Favicon-180x180.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/10/cropped-Favicon-180x180.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:01	7545/7545	U-----	200	untouched ('')	image/png	date:Sun,%2008%20Nov%202020%2000:22:05%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/images/logo-white.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/images/logo-white.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	191116/191116	U-----	200	untouched ('')	image/jpeg	date:Mon,%2014%20Sep%202020%2010:35:17%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/01-1.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/01-1.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	7356/7356	U-----	200	untouched ('')	image/png	date:Thu,%2029%20Oct%202020%2015:11:36%20GMT	http://avo.smartinnovates.com/demo5/wp-content/themes/avo/images/logo.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/themes/avo/images/logo.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	163869/163869	U-----	200	untouched ('')	image/jpeg	date:Mon,%2014%20Sep%202020%2010:35:14%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/04.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/04.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	127472/127472	U-----	200	untouched ('')	image/jpeg	date:Mon,%2014%20Sep%202020%2010:35:16%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/05.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/05.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	98799/98799	U-----	200	untouched ('')	image/jpeg	date:Sun,%2006%20Sep%202020%2022:15:19%20GMT	http://avo.smartinnovates.com/demo3/wp-content/uploads/sites/2/2020/08/1-4.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo3/wp-content/uploads/sites/2/2020/08/1-4.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	119630/119630	U-----	200	untouched ('')	image/jpeg	date:Sun,%2006%20Sep%202020%2022:15:19%20GMT	http://avo.smartinnovates.com/demo3/wp-content/uploads/sites/2/2020/08/3-1.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo3/wp-content/uploads/sites/2/2020/08/3-1.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	144005/144005	U-----	200	untouched ('')	image/jpeg	date:Mon,%2014%20Sep%202020%2010:35:13%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/03-1.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/03-1.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:02	52832/52832	U-----	200	untouched ('')	image/jpeg	date:Sun,%2006%20Sep%202020%2022:15:18%20GMT	http://avo.smartinnovates.com/demo3/wp-content/uploads/sites/2/2020/08/2-1.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo3/wp-content/uploads/sites/2/2020/08/2-1.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:03	182101/182101	U-----	200	untouched ('')	image/jpeg	date:Mon,%2009%20Nov%202020%2011:40:45%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/6.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/6.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:03	62522/62522	U-----	200	untouched ('')	image/jpeg	date:Mon,%2014%20Sep%202020%2010:35:34%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/3-2.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/3-2.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:03	55539/55539	U-----	200	untouched ('')	image/jpeg	date:Mon,%2014%20Sep%202020%2010:35:33%20GMT	http://avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/2-2.jpg	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo5/wp-content/uploads/sites/12/2020/08/2-2.jpg	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:03	20624/20624	U-----	200	untouched ('')	image/png	date:Fri,%2028%20Aug%202020%2004:41:00%20GMT	http://avo.smartinnovates.com/wp-content/uploads/2020/08/01.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/wp-content/uploads/2020/08/01.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:04	8804/8804	U-----	200	untouched ('')	image/png	date:Sun,%2020%20Sep%202020%2020:40:04%20GMT	http://avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/1.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/1.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:04	3881/3881	U-----	200	untouched ('')	image/png	date:Fri,%2028%20Aug%202020%2004:51:46%20GMT	http://avo.smartinnovates.com/wp-content/uploads/2020/08/02.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/wp-content/uploads/2020/08/02.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:04	4000/4000	U-----	200	untouched ('')	image/png	date:Sun,%2020%20Sep%202020%2020:40:17%20GMT	http://avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/2.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/2.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:05	37119/37119	U-----	200	untouched ('')	image/png	date:Fri,%2028%20Aug%202020%2004:52:01%20GMT	http://avo.smartinnovates.com/wp-content/uploads/2020/08/03.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/wp-content/uploads/2020/08/03.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:05	13587/13587	U-----	200	untouched ('')	image/png	date:Sun,%2020%20Sep%202020%2020:40:34%20GMT	http://avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/3.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/3.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:05	36154/36154	U-----	200	untouched ('')	image/png	date:Fri,%2028%20Aug%202020%2004:52:23%20GMT	http://avo.smartinnovates.com/wp-content/uploads/2020/08/04.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/wp-content/uploads/2020/08/04.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:05	12757/12757	U-----	200	untouched ('')	image/png	date:Sun,%2020%20Sep%202020%2020:40:53%20GMT	http://avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/4.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/4.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:06	23165/23165	U-----	200	untouched ('')	image/png	date:Fri,%2028%20Aug%202020%2004:52:50%20GMT	http://avo.smartinnovates.com/wp-content/uploads/2020/08/05.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/wp-content/uploads/2020/08/05.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
01:05:06	5338/5338	U-----	200	untouched ('')	image/png	date:Sun,%2020%20Sep%202020%2020:41:13%20GMT	http://avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/5.png	C:/Users/User/Desktop/portfolio/avo.smartinnovates.com/demo2/wp-content/uploads/sites/3/2020/09/5.png	(from http://avo.smartinnovates.com/demo5/home5-light/)
